,car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
819,Hyundai Grand i10,550000,61391,Diesel,Hyderabad,2017
820,Maruti Suzuki S-Cross,950000,87544,Diesel,Hyderabad,2018
821,Honda Brio S,345000,32000,Petrol,Thane,2014
822,Maruti Suzuki Baleno,565000,66000,Petrol,Noida,2017
823,Nissan Magnite XV,840000,13264,Petrol,Thane,2021
824,Skoda Rapid Style,875000,31469,Petrol,Mumbai,2018
825,Volkswagen Cross Polo,650000,71976,Petrol,Hyderabad,2017
826,Honda City S,575000,59800,Petrol,Ahmedabad,2016
827,Honda Amaze VX,922000,5768,Petrol,Pune,2020
828,Maruti Suzuki Swift,531000,55209,Petrol,Pune,2015
829,Mercedes-Benz CLA 200,2426000,59500,Diesel,Ahmedabad,2016
830,Hyundai i10 Magna,400000,45000,Petrol + 1,Poonamallee,2016
831,Nissan Terrano XL,769000,63839,Diesel,Bangalore,2016
832,Jaguar XE Prestige,2975000,32434,Petrol,Bangalore,2017
833,Maruti Suzuki Wagon,375000,55264,Petrol + 1,Thane,2016
834,Hyundai Elite i20,545000,12906,Petrol,Kolkata,2017
835,Maruti Suzuki Swift,765000,18236,Petrol,Thane,2021
836,Maruti Suzuki S-Cross,1050000,6200,Petrol,Ahmedabad,2022
837,Honda City SV,575000,80122,Petrol,Noida,2014
838,Honda Jazz S,450000,46220,Diesel,Kolkata,2016
839,Ford EcoSport Titanium,799000,63767,Diesel,Bangalore,2016
840,Audi A6 2.0,1213000,69000,Diesel,Delhi,2013
841,Maruti Suzuki Swift,685000,81007,Diesel,Hyderabad,2018
842,Audi Q5 3.0,2800000,78457,Diesel,Hyderabad,2015
843,Maruti Suzuki Vitara,949000,41098,Petrol,Bangalore,2020
844,Maruti Suzuki Celerio,396000,50809,Petrol,Pune,2016
845,Maruti Suzuki Vitara,953999,59568,Diesel,Hyderabad,2019
846,Skoda Laura Ambition,425000,140037,Diesel,Mumbai,2013
847,Honda WR-V VX,645000,63036,Diesel,Kolkata,2017
848,Maruti Suzuki Alto,451000,18362,CNG,Delhi,2021
849,Hyundai Elantra 1.6,931000,85520,Diesel,Pune,2015
850,Honda Amaze 1.2,500000,46000,Petrol,Mumbai,2016
851,Land Rover Discovery,4950000,38000,Diesel,Thane,2018
852,Maruti Suzuki S-Cross,1095000,12712,Petrol,Hyderabad,2021
853,Maruti Suzuki Ciaz,769000,35731,Petrol,Bangalore,2017
854,Ford EcoSport Titanium,585000,39000,Petrol,Kolkata,2017
855,Honda Jazz V,475000,32000,Petrol,Kolkata,2015
856,Honda City ZX,295000,119000,Petrol + 1,Ambattur,2007
857,Maruti Suzuki Swift,652000,80457,Petrol,Hyderabad,2018
858,Hyundai Elite i20,621000,91234,Diesel,Kolkata,2018
859,Hyundai Grand i10,615000,49422,Petrol,Pune,2016
860,Maruti Suzuki Wagon,475000,33053,Petrol,Pune,2017
861,Hyundai Aura SX,730000,17385,Petrol,Pune,2020
862,Mercedes-Benz AMG GLA35,6100000,1600,Petrol,Mumbai,2021
863,Maruti Suzuki Dzire,974000,10158,Petrol,Pune,2022
864,Hyundai Creta SX,1023000,56907,Diesel,Kolkata,2018
865,Hyundai Elite i20,800000,18000,Petrol + 1,Thiruvallur,2019
866,Kia Seltos GTX,1682000,12498,Petrol,Bangalore,2020
867,Honda Brio S,419000,42265,Petrol,Bangalore,2013
868,Maruti Suzuki Celerio,487000,81329,CNG,Delhi,2018
869,Hyundai Grand i10,450000,53300,Petrol,Pune,2016
870,Nissan Magnite XV,830000,20000,Petrol + 1,Pallikarnai,2021
871,Renault Duster 110,1028999,59839,Diesel,Bangalore,2018
872,Toyota Fortuner 2.8,3200000,177734,Diesel,Hyderabad,2018
873,Honda Brio S,282000,55200,Petrol,Delhi,2014
874,Maruti Suzuki S-Presso,451999,31651,Petrol,Kolkata,2020
875,Hyundai Verna 1.6,910000,25921,Petrol,Delhi,2018
876,Tata Nexon XZ,1150000,700,Petrol,Chennai,2022
877,Maruti Suzuki Swift,704000,28151,Petrol,Delhi,2019
878,Honda Brio V,351000,39276,Petrol,Mumbai,2014
879,Audi A6 2.0,1650000,75000,Diesel,Ahmedabad,2014
880,Honda Amaze 1.2,685000,25075,Petrol,Mumbai,2018
881,Kia Seltos HTX,1353000,10678,Petrol,Delhi,2020
882,Ford EcoSport Titanium,575000,31250,Petrol,Mumbai,2015
883,Maruti Suzuki Alto,451000,18362,CNG,Delhi,2021
884,Maruti Suzuki Swift,265000,38500,Petrol,Thane,2010
885,Maruti Suzuki Wagon,400000,25299,Petrol,Mumbai,2015
886,Mercedes-Benz C-Class 250,950000,99941,Diesel,Ahmedabad,2012
887,BMW 7 Series,1250000,35000,Diesel,Ahmedabad,2009
888,Maruti Suzuki Alto,338000,48448,Petrol,Delhi,2017
889,Maruti Suzuki Ciaz,687000,33823,Petrol,Delhi,2017
890,Maruti Suzuki Swift,571000,21388,Petrol,Kolkata,2019
891,Mahindra TUV300 T8,645000,35239,Diesel,Mumbai,2015
892,Volkswagen Polo GT,825000,11106,Petrol,Kolkata,2021
893,Kia Seltos HTX,1275000,28133,Petrol,Kolkata,2020
894,Maruti Suzuki Ciaz,1076000,23097,Petrol,Pune,2021
895,Maruti Suzuki Wagon,376000,57348,Petrol,Pune,2016
896,Mercedes-Benz CLA 200,2975000,37329,Diesel,Bangalore,2018
897,Ford EcoSport Titanium,719000,15443,Petrol,Delhi,2017
898,Hyundai Eon Era,340000,43000,Petrol,Noida,2018
899,Hyundai Creta SX,925000,39240,Petrol,Thane,2017
900,Hyundai Santro Sportz,545000,43784,CNG,Mumbai,2019
901,Maruti Suzuki Vitara,925000,87803,Diesel,Hyderabad,2018
902,Hyundai i20 Active,645000,45000,Petrol,Thane,2015
903,Toyota Etios VX,309000,35311,Petrol,Delhi,2011
904,Mahindra Alturas G4,1898999,42347,Diesel,Kolkata,2018
905,Maruti Suzuki Swift,700000,68183,Petrol,Bangalore,2018
906,Mercedes-Benz GLA 200,3300000,41679,Diesel,Hyderabad,2018
907,Hyundai Verna Fluidic,459999,77394,Petrol,Thane,2013
908,Honda Jazz VX,699000,30610,Petrol,Ahmedabad,2019
909,Toyota Urban Cruiser,1140000,6257,Petrol,Thane,2021
910,Honda Amaze 1.2,857000,7702,Petrol,Pune,2022
911,Hyundai Creta SX,1072000,75799,Diesel,Chennai,2017
912,Datsun GO T,250000,47000,Petrol,Ahmedabad,2018
913,Maruti Suzuki Ertiga,650000,52000,CNG,Thane,2013
914,Toyota Innova 2.5,2030999,40372,Diesel,Delhi,2018
915,Audi A8 L,2751000,45500,Diesel,Ahmedabad,2013
916,Ford EcoSport Titanium,944999,43624,Petrol,Mumbai,2019
917,Maruti Suzuki Swift,595000,18548,Petrol,Thane,2018
918,Ford Freestyle Trend,610000,63000,Petrol,Poonamallee,2019
919,Maruti Suzuki Vitara,885000,51439,Diesel,Mumbai,2017
920,BMW X1 sDrive20d,3275000,56307,Diesel,Bangalore,2018
921,Maruti Suzuki Dzire,641000,30481,Petrol,Pune,2018
922,Hyundai Elite i20,789000,34058,Petrol,Bangalore,2018
923,Honda Amaze 1.2,519000,48285,Petrol,Bangalore,2015
924,Ford EcoSport Titanium,790000,60126,Diesel,Ahmedabad,2017
925,BMW 5 Series,3800000,61000,Diesel,Ahmedabad,2019
926,Maruti Suzuki Celerio,488999,88603,CNG,Pune,2017
927,Maruti Suzuki Alto,209000,45643,Petrol,Kolkata,2013
928,Tata Altroz XZ,977999,10412,Diesel,Chennai,2021
929,Hyundai Grand i10,570000,32335,Petrol,Bangalore,2019
930,Mercedes-Benz S-Class 350,1456000,133000,Petrol,Ahmedabad,2011
931,Hyundai Elantra 1.6,625000,80000,Diesel,Delhi,2014
932,Honda Jazz SV,599000,39173,Petrol,Bangalore,2015
933,Hyundai i20 Sportz,450000,91127,Diesel,Hyderabad,2013
934,Hyundai Verna SX,1325000,29373,Diesel,Pune,2019
935,Kia Sonet HTX,1050000,23700,Petrol,Chennai,2020
936,Honda City 1.5,399000,62550,Petrol,Thane,2013
937,Hyundai Elite i20,571000,66000,Diesel,Mumbai,2015
938,Maruti Suzuki Wagon,349000,89000,CNG,Thane,2014
939,Hyundai Eon 1.0,295000,45100,Petrol,Hyderabad,2016
940,Hyundai Grand i10,461000,53734,Petrol,Pune,2016
941,Hyundai i20 Active,690000,74655,Petrol,Chennai,2016
942,Toyota Innova 2.5,650000,340000,Diesel,Pallikarnai,2009
943,Toyota Corolla Altis,1190000,54517,Petrol,Ahmedabad,2019
944,Maruti Suzuki Alto,335000,35000,Petrol,Ahmedabad,2019
945,Maruti Suzuki Ciaz,640000,36937,Petrol,Mumbai,2016
946,Mercedes-Benz E-Class 280,450000,40206,Petrol,Kolkata,2007
947,Hyundai Creta SX,880000,48488,Petrol,Thane,2016
948,Volkswagen Tiguan Highline,2376000,72533,Diesel,Pune,2017
949,Mercedes-Benz R-Class R350,2485000,44724,Petrol,Bangalore,2012
950,Honda Amaze 1.5,475000,43000,Diesel,Kolkata,2017
951,Hyundai Xcent SX,486000,94691,Petrol,Pune,2015
952,Hyundai Verna Fluidic,499000,71550,Petrol,Bangalore,2013
953,Nissan Terrano XL,625000,77000,Diesel,Ahmedabad,2014
954,Ford EcoSport Titanium,630000,95240,Diesel,Hyderabad,2015
955,Honda City SV,595000,46200,Petrol,Mumbai,2014
956,Maruti Suzuki Vitara,779000,58481,Diesel,Pune,2018
957,Honda Jazz VX,811000,8652,Petrol,Delhi,2019
958,Maruti Suzuki Alto,350000,30680,Petrol,Hyderabad,2017
959,Maruti Suzuki Swift,450000,34933,Petrol,Kolkata,2018
960,Hyundai Elite i20,779000,42825,Petrol,Bangalore,2018
961,Hyundai Creta 1.6,791000,39813,Petrol,Kolkata,2018
962,Volkswagen Vento Highline,345000,50667,Petrol,Mumbai,2011
963,Maruti Suzuki Vitara,861999,29219,Petrol,Pune,2020
964,Mercedes-Benz E-Class E350,1195000,63906,Diesel,Mumbai,2012
965,Toyota Innova Crysta,2450000,35531,Diesel,Mumbai,2019
966,Hyundai Santro Sportz,545000,23404,CNG,Mumbai,2019
967,Hyundai Grand i10,465000,22407,Petrol,Mumbai,2017
968,Hyundai Grand i10,511000,22498,Petrol,Kolkata,2018
969,Maruti Suzuki Wagon,395000,68000,CNG,Thane,2015
970,Mahindra Marazzo M6,1044999,70163,Diesel,Hyderabad,2018
971,Datsun redi-GO Gold,285000,48261,Petrol,Mumbai,2017
972,Honda City V,990000,42700,Petrol,Ahmedabad,2019
973,Renault Kwid 1.0,545000,32000,Petrol,Mumbai,2020
974,Ford EcoSport Titanium,759000,46900,Petrol,Bangalore,2018
975,Maruti Suzuki Alto,321000,20315,Petrol,Kolkata,2018
976,Jeep Compass Limited,1800000,66500,Diesel,Ambattur,2018
977,Maruti Suzuki Vitara,745000,40579,Diesel,Delhi,2018
978,Honda City 1.5,390000,72474,Petrol,Ahmedabad,2010
979,Tata Nexon XZ,1150000,1419,Petrol,Kolkata,2022
980,Maruti Suzuki Alto,320000,29799,Petrol,Ahmedabad,2016
981,Maruti Suzuki Ciaz,675000,73402,Petrol,Pune,2017
982,Maruti Suzuki Alto,269000,70661,Petrol,Pune,2015
983,Mahindra XUV500 W10,1150000,148803,Diesel,Hyderabad,2015
984,Kia Sonet HTE,790000,7500,Petrol,Ahmedabad,2021
985,Maruti Suzuki Ertiga,644000,53056,Petrol,Kolkata,2017
986,Maruti Suzuki Eeco,555000,69817,CNG,Pune,2020
987,Audi A6 35,1800000,38894,Diesel,Hyderabad,2013
988,Maruti Suzuki Alto,234000,15685,Petrol,Pune,2012
989,Jeep Compass Sport,1530000,18000,Petrol,Hyderabad,2018
990,Maruti Suzuki Wagon,268000,76617,Petrol,Kolkata,2013
991,Skoda Kodiaq Style,3325000,32407,Diesel,Bangalore,2018
992,Land Rover Discovery,4950000,38000,Diesel,Thane,2018
993,Maruti Suzuki Swift,648000,21852,Petrol,Delhi,2018
994,Mahindra KUV100 K4,395000,41000,Petrol,Noida,2017
995,Kia Sonet GTX,1275000,4000,Petrol,Ahmedabad,2022
996,Hyundai Elite i20,675000,31776,Petrol,Thane,2018
997,Maruti Suzuki Swift,385000,76725,Petrol,Kolkata,2014
998,Maruti Suzuki Dzire,544000,25144,Petrol,Kolkata,2018
999,Renault Duster 110,1025000,63673,Diesel,Bangalore,2018
1000,Hyundai Grand i10,534000,40558,Petrol,Chennai,2017
1001,Hyundai Creta 1.6,1125000,74469,Diesel,Bangalore,2015
1002,Toyota Yaris G,755000,67067,Petrol,Mumbai,2018
1003,Volkswagen Vento Highline,325000,77000,Petrol,Noida,2011
1004,Tata Nexon XZ,913000,50043,Petrol,Pune,2018
1005,Hyundai Eon Era,220000,81000,Petrol,Ahmedabad,2011
1006,Tata Harrier XT,1895000,30830,Diesel,Thane,2020
1007,Maruti Suzuki Swift,567000,83647,Diesel,Pune,2016
1008,Tata Tiago Revotron,569000,33640,Petrol,Bangalore,2018
1009,Volkswagen Vento Comfortline,765000,60240,Petrol,Bangalore,2015
1010,Ford EcoSport Titanium,511000,62225,Diesel,Mumbai,2014
1011,Audi A4 2.0,1689999,48000,Diesel,Ahmedabad,2015
1012,Honda BR-V V,795000,61280,Petrol,Mumbai,2016
1013,Maruti Suzuki Ertiga,670000,92064,Diesel,Hyderabad,2014
1014,Tata Altroz XZ,789000,9291,Petrol,Pune,2020
1015,Maruti Suzuki Baleno,625000,65000,Diesel,Pallikarnai,2018
1016,Jeep Compass Limited,1825000,28449,Petrol,Mumbai,2019
1017,Toyota Yaris V,990000,41079,Petrol,Pune,2019
1018,Renault Kwid CLIMBER,555000,10690,Petrol,Mumbai,2020
1019,Hyundai Creta 1.6,1175000,36313,Petrol,Mumbai,2019
1020,Honda City SV,590000,75258,Petrol,Mumbai,2015
1021,Maruti Suzuki Swift,750000,21523,Petrol,Hyderabad,2018
1022,Hyundai Eon 1.0,310000,40000,Petrol,Thane,2016
1023,Maruti Suzuki Wagon,490000,57300,CNG,Ahmedabad,2018
1024,BMW 7 Series,1955999,77000,Diesel,Ahmedabad,2010
1025,Maruti Suzuki Vitara,1011999,20744,Diesel,Delhi,2019
1026,Audi A3 35,3050000,40910,Diesel,Bangalore,2020
1027,Mercedes-Benz GLA 200,2559000,25000,Diesel,Delhi,2017
1028,Maruti Suzuki Ertiga,936000,43162,Petrol,Hyderabad,2021
1029,Honda Accord 2.4,390000,82000,Petrol,Mumbai,2010
1030,MG Hector Plus,1939999,24000,Petrol,Delhi,2021
1031,Tata Indigo eCS,200000,175000,Diesel,Poonamallee,2014
1032,Hyundai Grand i10,471000,21415,Petrol,Bangalore,2014
1033,Maruti Suzuki Celerio,445000,48549,Petrol,Mumbai,2016
1034,BMW 5 Series,2149000,69000,Diesel,Delhi,2015
1035,Datsun redi-GO T(O),345000,1391,Petrol,Mumbai,2019
1036,Maruti Suzuki Wagon,325000,42000,Petrol,Mumbai,2014
1037,Renault Kwid RXT,525000,8097,Petrol,Noida,2022
1038,Maruti Suzuki Swift,408000,31511,Petrol,Delhi,2014
1039,Skoda Rapid Ambition,351000,65000,Petrol,Mumbai,2013
1040,Mercedes-Benz E-Class E,4450000,88508,Diesel,Hyderabad,2018
1041,Mahindra Thar LX,1299000,36804,Diesel,Kolkata,2021
1042,Hyundai Creta SX,1490000,40000,Diesel,Hyderabad,2018
1043,Skoda Rapid Ambition,745000,117048,Diesel,Hyderabad,2016
1044,Maruti Suzuki Alto,350000,28200,Petrol,Ahmedabad,2021
1045,Maruti Suzuki Swift,499000,57742,Petrol,Bangalore,2014
1046,Audi Q3 30,2250000,94520,Diesel,Ahmedabad,2017
1047,Mahindra XUV500 W8,685000,88066,Diesel,Delhi,2015
1048,Volkswagen Polo Highline1.2L,380000,78140,Diesel,Ahmedabad,2014
1049,Tata Nexon XZA,875000,29873,Petrol,Thane,2018
1050,Hyundai Elite i20,880000,56415,Diesel,Hyderabad,2019
1051,Honda BR-V S,942000,38258,Petrol,Delhi,2018
1052,Volvo S60 Kinetic,1595000,118271,Diesel,Hyderabad,2016
1053,Mahindra Bolero Power,832000,29726,Diesel,Delhi,2019
1054,Maruti Suzuki Vitara,865000,77000,Diesel,Hyderabad,2017
1055,Mahindra XUV500 W11(O),1395000,55218,Diesel,Delhi,2018
1056,Maruti Suzuki XL6,1044999,2390,Petrol,Mumbai,2021
1057,Hyundai Grand i10,491000,71975,Petrol,Hyderabad,2017
1058,Tata Hexa XTA,1550000,70930,Diesel,Hyderabad,2018
1059,Honda Amaze 1.2,625000,45751,Petrol,Ahmedabad,2017
1060,Maruti Suzuki Wagon,369000,32702,Petrol,Kolkata,2016
1061,Honda Amaze 1.2,725000,45982,Petrol,Bangalore,2018
1062,Jeep Compass Limited,1745000,57624,Diesel,Hyderabad,2018
1063,Maruti Suzuki Celerio,400000,67000,Petrol,Thiruvallur,2014
1064,Renault Kwid CLIMBER,480000,1245,Petrol,Kolkata,2021
1065,Honda City SV,799000,56861,Petrol,Bangalore,2016
1066,Maruti Suzuki Dzire,795000,33372,Petrol,Bangalore,2020
1067,Tata Safari XZA,2400000,22360,Diesel,Thane,2021
1068,Hyundai i20 Magna,425000,74050,Petrol,Pune,2014
1069,Hyundai Elite i20,894999,39389,Petrol,Bangalore,2018
1070,Maruti Suzuki Alto,336000,44042,Petrol,Pune,2015
1071,Mercedes-Benz C-Class C,4600000,53841,Diesel,Hyderabad,2019
1072,Mahindra XUV500 W11,1590000,45724,Diesel,Ahmedabad,2018
1073,Jeep Compass Model,3700000,1600,Diesel,Hyderabad,2022
1074,Hyundai Grand i10,500000,33583,Petrol,Kolkata,2019
1075,Hyundai Venue S,1044999,32727,Petrol,Mumbai,2020
1076,Hyundai Verna 1.6,868000,52858,Petrol,Delhi,2018
1077,Maruti Suzuki Alto,295000,88989,Petrol,Chennai,2016
1078,Skoda Rapid Style,1046000,10418,Petrol,Delhi,2021
1079,Chevrolet Cruze LTZ,850000,65000,Diesel,Thane,2017
1080,Ford EcoSport Titanium,944999,43624,Petrol,Mumbai,2019
1081,Maruti Suzuki Baleno,689000,31968,Petrol,Delhi,2018
1082,Hyundai Elite i20,851000,41236,Petrol,Mumbai,2019
1083,Maruti Suzuki Baleno,585000,36101,Petrol,Mumbai,2017
1084,Hyundai Creta SX,1171000,44157,Diesel,Mumbai,2017
1085,Volkswagen Polo GT,592000,51644,Petrol,Pune,2014
1086,Hyundai Venue SX,983000,40655,Diesel,Delhi,2019
1087,Honda Amaze 1.2,469000,79749,Petrol,Pune,2015
1088,Volkswagen Ameo Trendline,465000,46000,Petrol,Noida,2018
1089,Volkswagen Ameo Highline1.2L,399000,40729,Petrol,Kolkata,2016
1090,Hyundai Elite i20,658000,36349,Petrol,Bangalore,2015
1091,Hyundai Grand i10,537000,23345,CNG,Pune,2019
1092,Hyundai Elite i20,534000,33679,Petrol,Delhi,2016
1093,Hyundai i10 1.1L,295000,56000,Petrol,Thane,2014
1094,Maruti Suzuki Celerio,395000,66290,Petrol,Noida,2015
1095,Maruti Suzuki Celerio,425000,41624,Petrol,Pune,2017
1096,Hyundai Grand i10,430999,46458,Petrol,Pune,2013
1097,Audi A4 2.0,1650000,116265,Diesel,Hyderabad,2013
1098,Honda Amaze 1.2,400000,50821,Petrol,Delhi,2014
1099,Mahindra XUV500 W8,975000,87820,Diesel,Mumbai,2016
1100,Renault Kwid RXT,425000,22785,Petrol,Thane,2019
1101,Maruti Suzuki Wagon,450000,70000,CNG,Thane,2018
1102,Mercedes-Benz E-Class E,2700000,84169,Diesel,Hyderabad,2016
1103,Maruti Suzuki Baleno,725000,12252,Petrol,Mumbai,2020
1104,Hyundai i20 Asta,910000,12420,Petrol,Pune,2021
1105,Hyundai i10 Sportz,367000,50714,Petrol,Chennai,2014
1106,Tata Tiago Revotron,590000,16337,Petrol,Delhi,2021
1107,Maruti Suzuki S-Cross,795000,52245,Diesel,Thane,2017
1108,Hyundai Venue SX,1097000,64317,Petrol,Pune,2020
1109,Audi A6 2.0,1550000,101850,Diesel,Ahmedabad,2014
1110,Hyundai Santro Sportz,529000,43189,Petrol,Pune,2019
1111,Audi A4 35,2700000,82695,Diesel,Chennai,2016
1112,Maruti Suzuki Wagon,687000,19225,CNG,Pune,2021
1113,Maruti Suzuki Swift,580000,63323,Petrol,Hyderabad,2016
1114,Toyota Corolla Altis,1150000,71957,Diesel,Hyderabad,2015
1115,Maruti Suzuki Ciaz,849000,54031,Petrol,Hyderabad,2020
1116,Maruti Suzuki S-Cross,894999,53416,Diesel,Bangalore,2018
1117,BMW 3 Series,2785000,64229,Diesel,Bangalore,2016
1118,Honda Brio EX,375000,81122,Petrol,Bangalore,2014
1119,Maruti Suzuki Wagon,579000,50860,Petrol,Bangalore,2019
1120,Skoda Kushaq Style,1450000,3000,Petrol,Kolkata,2022
1121,Maruti Suzuki Swift,785000,32516,Petrol,Bangalore,2019
1122,Maruti Suzuki Alto,430000,30305,Petrol,Ahmedabad,2018
1123,Mahindra Bolero Power,571000,45090,Diesel,Kolkata,2017
1124,BMW 3 Series,3950000,51400,Diesel,Hyderabad,2019
1125,Volkswagen Taigun GT,1648999,9792,Petrol,Ahmedabad,2021
1126,Toyota Innova Crysta,1630999,85182,Diesel,Delhi,2017
1127,Hyundai Elantra 1.8,685000,25000,Petrol,Pune,2014
1128,Kia Seltos GTX,1598000,14300,Petrol,Pune,2021
1129,Honda City SV,645000,52283,Petrol,Mumbai,2015
1130,Tata Tiago NRG,843000,9578,Petrol,Pune,2022
1131,Ford Freestyle Titanium,600000,32000,Petrol,Ambattur,2020
1132,Honda City ZX,925000,43239,Petrol,Mumbai,2017
1133,Maruti Suzuki Wagon,150000,150000,Petrol + 1,Ambattur,2007
1134,Skoda Rapid Ambition,959000,54698,Petrol,Delhi,2020
1135,Maruti Suzuki Alto,349000,19097,Petrol,Delhi,2020
1136,Maruti Suzuki Swift,629000,37497,Petrol,Bangalore,2018
1137,Volkswagen Polo Highline1.2L,300000,76143,Petrol,Mumbai,2013
1138,Honda City VX,1145000,28340,Petrol,Bangalore,2017
1139,Toyota Corolla Altis,1227000,75766,Petrol,Delhi,2017
1140,Hyundai Verna Fluidic,600000,106985,Diesel,Hyderabad,2014
1141,Jeep Compass Limited,2000000,11000,Petrol,Mumbai,2020
1142,BMW X3 xDrive20d,1800000,74073,Diesel,Hyderabad,2012
1143,Volkswagen Ameo Highline,660000,58549,Diesel,Chennai,2017
1144,Volkswagen Taigun Topline,1599000,12093,Petrol,Bangalore,2021
1145,Ford Figo Duratorq,299000,64983,Diesel,Mumbai,2013
1146,Hyundai Elite i20,515000,36787,Petrol,Thane,2014
1147,Jeep Compass Limited,1126000,47631,Diesel,Kolkata,2017
1148,Maruti Suzuki Ciaz,752000,28800,Petrol,Ahmedabad,2017
1149,Maruti Suzuki Baleno,875000,43000,Petrol,Hyderabad,2019
1150,Volkswagen Vento TSI,610000,55837,Petrol,Mumbai,2016
1151,Hyundai Creta SX,899000,41441,Petrol,Thane,2016
1152,Volkswagen Polo Comfortline,425000,49047,Petrol,Mumbai,2015
1153,Hyundai Grand i10,428000,55888,Petrol,Hyderabad,2013
1154,Hyundai Santro Sportz,604000,32036,CNG,Delhi,2021
1155,Maruti Suzuki Alto,246000,71169,Petrol,Delhi,2014
1156,Honda Civic ZX,2070000,19600,Petrol,Pune,2019
1157,Maruti Suzuki Ciaz,600000,61456,Diesel,Delhi,2017
1158,Maruti Suzuki Baleno,679000,28417,Petrol,Delhi,2020
1159,Maruti Suzuki Baleno,699000,60132,Diesel,Bangalore,2018
1160,Hyundai Elite i20,610000,45571,Petrol,Mumbai,2017
1161,Hyundai Eon 1.0,283000,34229,Petrol,Delhi,2014
1162,Maruti Suzuki Wagon,445000,38754,Petrol,Delhi,2018
1163,Hyundai Verna 1.6,965000,5564,Petrol,Mumbai,2019
1164,Maruti Suzuki Alto,430000,58006,Petrol,Hyderabad,2019
1165,Jeep Compass Limited,2475000,11293,Diesel,Mumbai,2020
1166,Volkswagen Polo Comfortline,579000,51000,Petrol,Bangalore,2015
1167,Hyundai Elite i20,770000,77505,Diesel,Chennai,2017
1168,Volkswagen Polo GT,925000,62690,Petrol,Bangalore,2018
1169,Maruti Suzuki Alto,343000,6370,Petrol,Kolkata,2019
1170,Maruti Suzuki Swift,515000,59000,Petrol,Gurgaon,2017
1171,Maruti Suzuki Swift,725000,11874,Petrol,Thane,2019
1172,Renault Kwid 1.0,285000,56856,Petrol,Delhi,2017
1173,Maruti Suzuki Ignis,474000,11824,Petrol,Pune,2018
1174,Mahindra XUV500 W6,1125000,56877,Diesel,Bangalore,2016
1175,Maruti Suzuki Wagon,400000,45000,CNG,Thane,2015
1176,Honda WR-V VX,625000,24459,Petrol,Kolkata,2017
1177,Renault Kwid 1.0,314000,43335,Petrol,Pune,2016
1178,Honda Jazz V,400000,54912,Petrol,Kolkata,2016
1179,Maruti Suzuki Baleno,665000,15116,Petrol,Mumbai,2019
1180,Volvo V90 Cross,3600000,67713,Diesel,Ahmedabad,2018
1181,Maruti Suzuki Baleno,725000,45000,Petrol,Hyderabad,2020
1182,Hyundai Eon Era,245000,46101,Petrol,Kolkata,2018
1183,Maruti Suzuki Dzire,769000,46232,Petrol,Bangalore,2018
1184,Mercedes-Benz GLC 220d,6498999,6563,Diesel,Kolkata,2022
1185,Land Rover Discovery,2699000,64801,Diesel,Kolkata,2016
1186,Mercedes-Benz GLE 250,5355000,46023,Diesel,Bangalore,2018
1187,Hyundai Verna Fluidic,515000,74371,Petrol,Mumbai,2014
1188,Hyundai Elite i20,594000,58262,Diesel,Delhi,2018
1189,Honda BR-V V,790000,61225,Petrol,Mumbai,2016
1190,Hyundai Xcent S,482000,37882,Petrol,Pune,2015
1191,Ford Endeavour Titanium,3300000,71773,Diesel,Hyderabad,2018
1192,Hyundai i20 Magna,299000,35982,Petrol,Kolkata,2012
1193,Honda Amaze 1.2,375000,46500,Petrol,Mumbai,2014
1194,Mercedes-Benz E-Class E,2799000,24162,Diesel,Kolkata,2016
1195,Datsun GO Plus,250000,43000,Petrol,Ahmedabad,2015
1196,Ford EcoSport Titanium,465000,53000,Diesel,Kolkata,2015
1197,Kia Sonet HTX,950000,58063,Diesel,Kolkata,2021
1198,Audi Q7 45,6995000,37648,Diesel,Bangalore,2018
1199,Maruti Suzuki Swift,650000,82366,Diesel,Hyderabad,2017
1200,Skoda Kodiaq Style,2500000,103885,Diesel,Hyderabad,2017
1201,Hyundai Elite i20,575000,67000,Petrol,Hyderabad,2015
1202,Volkswagen Jetta Trendline,295000,63389,Diesel,Kolkata,2011
1203,Maruti Suzuki Ritz,465000,88000,Petrol,Hyderabad,2015
1204,Audi A3 40,2450000,43290,Petrol,Pune,2018
1205,Maruti Suzuki Baleno,621000,29093,Petrol,Kolkata,2018
1206,Hyundai i10 Magna,350000,73380,LPG,Hyderabad,2013
1207,Honda Jazz VX,550000,48210,Petrol,Thane,2017
1208,Hyundai Verna Fluidic,669000,14296,Petrol,Bangalore,2014
1209,Ford EcoSport Titanium,650000,59511,Diesel,Kolkata,2018
1210,Toyota Fortuner 2.8,4199000,6373,Diesel,Kolkata,2021
1211,Toyota Innova Crysta,2200000,88000,Diesel,Hyderabad,2018
1212,Kia Seltos HTX,1275000,42000,Petrol,Ahmedabad,2020
1213,Renault Duster 110,775000,94931,Diesel,Bangalore,2015
1214,MG Hector Shine,1800000,5900,Petrol,Kolkata,2021
1215,Land Rover Discovery,4307000,38144,Diesel,Ahmedabad,2019
1216,Toyota Innova Crysta,2700000,48989,Diesel,Thane,2020
1217,Maruti Suzuki Swift,595000,15205,Petrol,Thane,2018
1218,Mercedes-Benz GLS 350,6300000,59348,Diesel,Mumbai,2017
1219,Maruti Suzuki Wagon,382000,33941,Petrol,Kolkata,2018
